quintile,mean,std,count
Q1,-0.0004000915669589615,0.014026471801361354,261
Q2,-0.0014478472283096368,0.013537486742930729,261
Q3,-0.00045868086813965,0.013740773878488153,261
Q4,-0.000627089688763331,0.014401663920736125,261
Q5,0.000497252984156316,0.020073069437020565,261
