date,model,etf,rank,pred,top1_etf,pred_top1,top3_pred_mean,top3_etfs,cond1_pred_neg,cond2_abs_gt_top1,passed_filter,etf_var_36m,half_kelly_scalar,weight,actual_return,short_contribution,short_profitable
2024-04-26,RegimeRF,XLV,9,-0.000743,XLE,0.001971,0.001795,XLE|IYR|XLB,True,False,False,0.00159858,0.2325,0.0,0.026722,-0.0,False
2024-05-31,RegimeRF,XLF,11,-0.002247,XLU,6.8e-05,-9.6e-05,XLU|XLK|XLY,True,True,True,0.00298655,0.3762,0.365906,-0.008819,0.003227,True
2024-05-31,RegimeRF,VOX,10,-0.001667,XLU,6.8e-05,-9.6e-05,XLU|XLK|XLY,True,True,True,0.00232875,0.358,0.348252,0.033209,-0.011565,False
2024-05-31,RegimeRF,XLI,9,-0.001,XLU,6.8e-05,-9.6e-05,XLU|XLK|XLY,True,True,True,0.00239241,0.2091,0.203383,-0.009889,0.002011,True
2024-06-28,RegimeRF,IYR,11,-0.003422,XLI,-0.00137,-0.001672,XLI|XLB|XLE,True,True,True,0.00356382,0.48,0.127625,0.064965,-0.008291,False
2024-06-28,RegimeRF,XLP,10,-0.003379,XLI,-0.00137,-0.001672,XLI|XLB|XLE,True,True,True,0.0010875,1.5537,0.413078,0.024941,-0.010303,False
2024-06-28,RegimeRF,VOX,9,-0.00284,XLI,-0.00137,-0.001672,XLI|XLB|XLE,True,True,True,0.00218828,0.6488,0.172494,-0.031983,0.005517,True
2024-07-26,RegimeRF,XLF,11,0.003639,XLY,0.00944,0.008754,XLY|XLB|XLP,False,False,False,0.00277375,0.6559,0.0,0.053674,-0.0,False
2024-07-26,RegimeRF,XLK,10,0.004289,XLY,0.00944,0.008754,XLY|XLB|XLP,False,False,False,0.00311263,0.6889,0.0,0.018726,-0.0,False
2024-07-26,RegimeRF,XLU,9,0.004494,XLY,0.00944,0.008754,XLY|XLB|XLP,False,False,False,0.00231041,0.9725,0.0,0.07194,-0.0,False
2024-08-30,RegimeRF,XLP,11,-0.002525,XLK,0.000644,-0.000169,XLK|XLY|XLE,True,True,True,0.00108897,1.1594,0.424046,0.011528,-0.004888,False
2024-08-30,RegimeRF,XLV,10,-0.002274,XLK,0.000644,-0.000169,XLK|XLY|XLE,True,True,True,0.0013795,0.8242,0.301441,-0.02296,0.006921,True
2024-08-30,RegimeRF,XLI,9,-0.001621,XLK,0.000644,-0.000169,XLK|XLY|XLE,True,True,True,0.00208917,0.3879,0.141883,0.028965,-0.00411,False
2024-09-27,RegimeRF,XLV,11,-0.003512,XLE,0.002605,0.000275,XLE|XLK|IYR,True,True,True,0.00136397,1.2875,0.344318,-0.028951,0.009968,True
2024-09-27,RegimeRF,XLP,10,-0.003124,XLE,0.002605,0.000275,XLE|XLK|IYR,True,True,True,0.00103191,1.5139,0.404863,-0.023609,0.009558,True
2024-09-27,RegimeRF,XLF,9,-0.002544,XLE,0.002605,0.000275,XLE|XLK|IYR,True,False,False,0.00259445,0.4902,0.0,0.03278,-0.0,False
2024-10-25,RegimeRF,XLY,11,-0.003238,XLB,0.000895,-9.9e-05,XLB|XLE|XLI,True,True,True,0.00271575,0.5961,0.211034,0.107017,-0.022584,False
2024-10-25,RegimeRF,XLP,10,-0.002647,XLB,0.000895,-9.9e-05,XLB|XLE|XLI,True,True,True,0.00103212,1.2823,0.453948,0.026647,-0.012096,False
2024-10-25,RegimeRF,XLU,9,-0.001976,XLB,0.000895,-9.9e-05,XLB|XLE|XLI,True,True,True,0.00230848,0.4279,0.151495,0.031724,-0.004806,False
2024-11-29,RegimeRF,XLY,11,-0.000578,XLV,0.001886,0.001823,XLV|XLK|VOX,True,False,False,0.00295759,0.0978,0.0,0.035427,-0.0,False
2024-11-29,RegimeRF,IYR,10,0.000712,XLV,0.001886,0.001823,XLV|XLK|VOX,False,False,False,0.00309557,0.1149,0.0,-0.086736,0.0,True
2024-11-29,RegimeRF,XLE,9,0.000903,XLV,0.001886,0.001823,XLV|XLK|VOX,False,False,False,0.00197575,0.2285,0.0,-0.107407,0.0,True
2024-12-27,RegimeRF,XLE,11,-0.005945,VOX,-0.001128,-0.001415,VOX|XLY|XLB,True,True,True,0.00244302,1.2167,0.0,,,
2024-12-27,RegimeRF,XLP,10,-0.005242,VOX,-0.001128,-0.001415,VOX|XLY|XLB,True,True,True,0.00105611,2.4819,0.0,,,
2024-12-27,RegimeRF,XLU,9,-0.005209,VOX,-0.001128,-0.001415,VOX|XLY|XLB,True,True,True,0.00244668,1.0645,0.0,,,
