quintile,mean,std,count
Q1,0.013650776945934365,0.062336406915591745,59
Q2,0.014949481584473531,0.059748038194857606,59
Q3,0.004471992782237912,0.06177236943322984,59
Q4,0.012962031825062503,0.055595346400047665,59
Q5,0.0077748794428747145,0.0689691530625432,59
