quintile,mean,std,count
Q1,-0.0007624972119337971,0.01223205217384874,104
Q2,-0.0023492188493354185,0.012732147052232154,104
Q3,-0.0016071071160292604,0.014969552501984965,104
Q4,-0.0021989982882672943,0.011954005935147321,104
Q5,-0.0013181976477835056,0.013451849654701678,104
