date,etf,ret_1m,ret_3m,ret_6m,ret_12m,momentum_12_1,vol_6m,Unemployment,FedFunds,YieldSpread,CPI_YoY,IndProd_YoY,Unemp_Chg,FedFunds_Chg,Mkt-RF,SMB,HML,RMW,CMA,RF,spy_return,target,market_regime
2023-01-31,XLE,0.0387129623081818,0.0111177742267625,0.1955777458860611,0.4311664683841407,0.3924535060759588,0.4327561683135493,3.5,4.33,-0.69,0.0632717851796009,0.0031880829181039,0.0,0.2300000000000004,0.0659,0.0438999999999999,-0.0394,-0.0242,-0.0443,0.0034999999999999,0.0677681424981713,-0.0693872422685858,0
2023-02-28,XLE,-0.0693872422685858,-0.0710473655808899,0.0996667922137741,0.2910874445219465,0.3604746867905324,0.4565866537634789,3.6,4.57,-0.89,0.0595782073813708,-0.0016348168370262,0.1,0.2400000000000002,-0.0256999999999999,0.0058,-0.008,0.0097,-0.0151,0.0034,-0.0251428288472681,-0.0102759720635474,0
2023-03-31,XLE,-0.0102759720635474,-0.0409502520239514,0.1947324501765469,0.1977848515689518,0.2080608236324993,0.4133974324144946,3.5,4.65,-0.58,0.0491771936288996,-0.0036512224493961,-0.1,0.08,0.0249,-0.0689,-0.0905,0.0227,-0.021,0.0036,0.0331347705102802,0.0384939636753063,1
2023-04-30,XLE,0.0384939636753063,-0.0411692506568269,-0.0300514764300644,0.2437509472294615,0.2052569835541552,0.1513412767254277,3.4,4.83,-0.6,0.0495007987912436,-0.001843454258675,-0.1,0.1799999999999997,0.0063,-0.0256999999999999,-0.0012,0.0242,0.0285,0.0034999999999999,0.0198523954907494,-0.1003170843865833,2
2023-05-31,XLE,-0.1003170843865833,-0.0720990927748245,-0.1431464583557145,-0.0169121859242153,0.0834048984623679,0.1970523730624777,3.6,5.06,-0.76,0.0413185123138504,-0.0039957171123073,0.2000000000000001,0.2299999999999995,0.0033,-0.0043,-0.0779,-0.0178,-0.0708,0.0036,0.0046162835047438,0.0597988304154828,2
2023-06-30,XLE,0.0597988304154828,-0.0020242902957942,-0.0429745423197456,0.2228178822859762,0.1630190518704933,0.2257376140879679,3.6,5.08,-1.06,0.0307061707299709,-0.0088934645310736,0.0,0.0200000000000004,0.0646,0.0128,-0.0013,0.0232,-0.0154,0.004,0.0608590747398838,0.0872309750958391,2
2023-07-31,XLE,0.0872309750958391,0.0467127211247385,0.0055434704679115,0.2011212163539727,0.1138902412581336,0.2575834269909933,3.5,5.12,-0.91,0.0328774926842829,-0.0031247838929887,-0.1,0.04,0.0321,0.0286,0.0406,-0.0059,0.0066,0.0045,0.0365695016378009,0.0164609256154923,2
2023-08-31,XLE,0.0164609256154923,0.1634907311268143,0.0913916383519898,0.191058430565764,0.1745975049502716,0.2282889303055273,3.7,5.33,-0.76,0.0372250480350528,-0.0025421306219911,0.2000000000000001,0.2099999999999999,-0.0236,-0.0365,-0.0115,0.0335,-0.0241,0.0045,-0.0162520009655431,0.0165316252256448,1
2023-09-30,XLE,0.0165316252256448,0.1202235259369763,0.1181992356411821,0.3129316858177291,0.2964000605920842,0.2242116461641617,3.7,5.33,-0.44,0.0368720663811925,-0.0026724769428521,0.0,0.0,-0.0523,-0.0178,0.0149,0.0187,-0.0077,0.0043,-0.050782606700077,-0.0505737514322132,1
2023-10-31,XLE,-0.0505737514322132,-0.0175812005910759,0.0291315205336626,-0.0009199558964018,0.0496537955358113,0.2410436342852585,3.9,5.33,-0.19,0.0325126590986117,-0.007742988102069,0.1999999999999997,0.0,-0.0315,-0.0403,0.002,0.0241,-0.0069,0.0046999999999999,-0.0182578172024672,-0.0071603074997396,1
2023-11-30,XLE,-0.0071603074997396,-0.0412024337063079,0.1222882974205064,-0.020858160935208,-0.0136978534354684,0.1686129501292307,3.7,5.33,-0.36,0.0313334627459118,-0.0009043615385835,-0.1999999999999997,0.0,0.0888,-0.002,0.0167,-0.0373,-0.0108,0.0044,0.0913438292290163,-0.0087491969790564,1
