quintile,mean,std,count
Q1,-0.0002822637985146752,0.013182620741912269,261
Q2,-0.0003917442730316866,0.013598233608606902,261
Q3,-0.001456005412784393,0.015142487216845725,261
Q4,-9.744929298158787e-06,0.013786727188985203,261
Q5,-0.00035560129985438545,0.019514812431367982,261
